id, name, type, layer, confidence, mapped, canonical, rels
"extracted:protein_kinase_cδ", "protein_kinase_cδ", "Gene", "PERCEPTION", 0.8, FALSE, NULL, 2
"extracted:rag1", "rag1", "Gene", "PERCEPTION", 0.8, FALSE, NULL, 2
"extracted:rag2", "rag2", "Gene", "PERCEPTION", 0.8, FALSE, NULL, 2
"extracted:rorγt", "rorγt", "Gene", "REASONING", 0.9, FALSE, NULL, 2
"extracted:signal_transducer_and_activator_of_transcription_3", "signal_transducer_and_activator_of_transcription_3", "Gene", "REASONING", 0.9, FALSE, NULL, 2
"extracted:signal_transducer_and_activator_of_transcription_5", "signal_transducer_and_activator_of_transcription_5", "Gene", "REASONING", 0.9, FALSE, NULL, 1
"extracted:slc25a10", "slc25a10", "Gene", "PERCEPTION", 0.75, FALSE, NULL, 1
"extracted:t-cell_surface_marker_ctla-4", "t-cell_surface_marker_ctla-4", "Gene", "PERCEPTION", 0.8, FALSE, NULL, 2
"extracted:thiopurine_methyltransferase", "thiopurine_methyltransferase", "Gene", "SEMANTIC", 0.85, FALSE, NULL, 2
"extracted:toll-like_receptor_2", "toll-like_receptor_2", "Gene", "SEMANTIC", 0.85, FALSE, NULL, 1
"extracted:toll-like_receptor_4", "toll-like_receptor_4", "Gene", "SEMANTIC", 0.85, FALSE, NULL, 1
"extracted:toll-like_receptor_7", "toll-like_receptor_7", "Gene", "PERCEPTION", 0.8, FALSE, NULL, 1
"extracted:toll-like_receptor_9", "toll-like_receptor_9", "Gene", "PERCEPTION", 0.8, FALSE, NULL, 1
"extracted:trac", "trac", "Gene", "REASONING", 0.9, FALSE, NULL, 2
"extracted:traf1", "traf1", "Gene", "SEMANTIC", 0.85, FALSE, NULL, 2
"extracted:trav", "trav", "Gene", "REASONING", 0.9, FALSE, NULL, 2
"extracted:trex1", "trex1", "Gene", "PERCEPTION", 0.8, FALSE, NULL, 2
"extracted:ubiquitin_specific_peptidase_18", "ubiquitin_specific_peptidase_18", "Gene", "REASONING", 0.95, FALSE, NULL, 4
"extracted:xist", "xist", "Gene", "REASONING", 0.9, FALSE, NULL, 2
"extracted:bacteroides", "bacteroides", "Genus", "SEMANTIC", 0.85, FALSE, NULL, 1
"extracted:duncaniella", "duncaniella", "Genus", "PERCEPTION", 0.8, FALSE, NULL, 2
"extracted:dietary_guidelines_for_americans", "dietary_guidelines_for_americans", "Guideline", "REASONING", 0.9, FALSE, NULL, 1
"Nzbxnzw(F1) Mice", "Nzbxnzw(F1) Mice", "Model Organism", "SEMANTIC", 0.85, FALSE, NULL, 1
"extracted:nzbxnzw(f1)_mice", "nzbxnzw(f1)_mice", "Model Organism", "REASONING", 0.9, FALSE, NULL, 2
NULL, "Bacteroidales Bacterium M13", "Organism", "PERCEPTION", 0.75, FALSE, NULL, 1
"Bacteroides", "Bacteroides", "Organism", "SEMANTIC", 0.85, FALSE, NULL, 1
NULL, "Duncaniella", "Organism", "PERCEPTION", 0.8, FALSE, NULL, 1
NULL, "Parabacteroides Distasonis", "Organism", "PERCEPTION", 0.8, FALSE, NULL, 1
NULL, "Phocaeicola Sartorii", "Organism", "PERCEPTION", 0.8, FALSE, NULL, 1
"Staphylococcus Aureus", "Staphylococcus Aureus", "Organism", "SEMANTIC", 0.85, FALSE, NULL, 1
"Alexandria University", "Alexandria University", "Organization", "REASONING", 1.0, FALSE, NULL, 1
"American Autoimmune Related Diseases Association", "American Autoimmune Related Diseases Association", "Organization", "REASONING", 0.9, FALSE, NULL, 1
"American College Of Rheumatology", "American College Of Rheumatology", "Organization", "REASONING", 0.9, FALSE, NULL, 1
"American Gastroenterological Association", "American Gastroenterological Association", "Organization", "REASONING", 0.9, FALSE, NULL, 1
"American Heart Association", "American Heart Association", "Organization", "SEMANTIC", 0.85, FALSE, NULL, 3
"Astrazeneca", "Astrazeneca", "Organization", "REASONING", 0.9, FALSE, NULL, 1
"Benaroya Research Institute", "Benaroya Research Institute", "Organization", "REASONING", 0.9, FALSE, NULL, 1
"British Medical Journal", "British Medical Journal", "Organization", "REASONING", 0.9, FALSE, NULL, 0
"British Society Of Gastroenterology", "British Society Of Gastroenterology", "Organization", "REASONING", 0.9, FALSE, NULL, 2
"Cambridge Institute For Medical Research", "Cambridge Institute For Medical Research", "Organization", "SEMANTIC", 0.85, FALSE, NULL, 1
"Centenary Institute Of Cancer Medicine And Cell Biology", "Centenary Institute Of Cancer Medicine And Cell Biology", "Organization", "SEMANTIC", 0.85, FALSE, NULL, 1
"Centre For Rheumatology, University College London Hospitals", "Centre For Rheumatology, University College London Hospitals", "Organization", "SEMANTIC", 0.85, FALSE, NULL, 1
"Centre National Pour La Recherche Scientifique", "Centre National Pour La Recherche Scientifique", "Organization", "REASONING", 0.9, FALSE, NULL, 1
NULL, "Clinical Research Ethics Committee Of The Hcuv", "Organization", "PERCEPTION", 0.8, FALSE, NULL, 0
NULL, "Clinicaltrials.Gov", "Organization", "PERCEPTION", 0.8, FALSE, NULL, 1
"Common Collective", "Common Collective", "Organization", "REASONING", 0.9, FALSE, NULL, 1
"Crohn's & Colitis Foundation", "Crohn's & Colitis Foundation", "Organization", "REASONING", 1.0, FALSE, NULL, 1
"Crohn's & Colitis Uk", "Crohn's & Colitis Uk", "Organization", "REASONING", 0.9, FALSE, NULL, 1
"Crohn's And Colitis Foundation", "Crohn's And Colitis Foundation", "Organization", "REASONING", 0.9, FALSE, NULL, 1
"Department Of Digestive Diseases, Hospital De Poniente", "Department Of Digestive Diseases, Hospital De Poniente", "Organization", "REASONING", 0.9, FALSE, NULL, 1
"Department Of Proctology", "Department Of Proctology", "Organization", "REASONING", 0.9, FALSE, NULL, 1
"Duke Integrative Medicine", "Duke Integrative Medicine", "Organization", "REASONING", 0.9, FALSE, NULL, 1
NULL, "Echo Pharmaceuticals", "Organization", "PERCEPTION", 0.8, FALSE, NULL, 0
"Eqtlgen Consortium", "Eqtlgen Consortium", "Organization", "REASONING", 0.9, FALSE, NULL, 1
NULL, "European Association For The Study Of The Liver", "Organization", "PERCEPTION", 0.8, FALSE, NULL, 1
"European League Against Rheumatism", "European League Against Rheumatism", "Organization", "SEMANTIC", 0.85, FALSE, NULL, 1
"European Medicines Agency", "European Medicines Agency", "Organization", "REASONING", 0.9, FALSE, NULL, 1
"European Society For Blood And Marrow Transplantation", "European Society For Blood And Marrow Transplantation", "Organization", "REASONING", 0.9, FALSE, NULL, 1
"Groote Schuur Hospital", "Groote Schuur Hospital", "Organization", "REASONING", 1.0, FALSE, NULL, 1
"Guy'S, King's And St Thomas' School Of Medicine", "Guy'S, King's And St Thomas' School Of Medicine", "Organization", "SEMANTIC", 0.85, FALSE, NULL, 0
NULL, "Harvard Medical School", "Organization", "PERCEPTION", 0.8, FALSE, NULL, 1
"Howard Hughes Medical Institute", "Howard Hughes Medical Institute", "Organization", "REASONING", 0.9, FALSE, NULL, 1
NULL, "Img Pharma Biotech S.L.", "Organization", "PERCEPTION", 0.8, FALSE, NULL, 1
"Imperial College London", "Imperial College London", "Organization", "REASONING", 0.95, FALSE, NULL, 1
"Institute For Functional Medicine", "Institute For Functional Medicine", "Organization", "REASONING", 0.9, FALSE, NULL, 1
"International Organization For The Study Of Ibd", "International Organization For The Study Of Ibd", "Organization", "REASONING", 1.0, FALSE, NULL, 1
"Jmdc Co., Ltd.", "Jmdc Co., Ltd.", "Organization", "REASONING", 0.9, FALSE, NULL, 1
"Johns Hopkins Medicine", "Johns Hopkins Medicine", "Organization", "REASONING", 0.95, FALSE, NULL, 0
"Johns Hopkins University", "Johns Hopkins University", "Organization", "REASONING", 0.9, FALSE, NULL, 1
"Kyoto Prefectural University Of Medicine", "Kyoto Prefectural University Of Medicine", "Organization", "REASONING", 0.9, FALSE, NULL, 1
"Longhua Hospital", "Longhua Hospital", "Organization", "REASONING", 0.95, FALSE, NULL, 2
"Lupus Foundation Of America", "Lupus Foundation Of America", "Organization", "SEMANTIC", 0.85, FALSE, NULL, 1
"Medica Sur Clinic And Foundation", "Medica Sur Clinic And Foundation", "Organization", "REASONING", 0.9, FALSE, NULL, 1
"Memorial Sloan-Kettering Cancer Center", "Memorial Sloan-Kettering Cancer Center", "Organization", "REASONING", 0.9, FALSE, NULL, 1
NULL, "Mount Sinai School Of Medicine", "Organization", "PERCEPTION", 0.8, FALSE, NULL, 2
"National Academies Of Sciences, Engineering, And Medicine", "National Academies Of Sciences, Engineering, And Medicine", "Organization", "REASONING", 0.95, FALSE, NULL, 0
"National Health Service", "National Health Service", "Organization", "REASONING", 0.9, FALSE, NULL, 1
"National Institute Of Environmental Health Sciences", "National Institute Of Environmental Health Sciences", "Organization", "REASONING", 0.9, FALSE, NULL, 1
"National Institutes Of Health", "National Institutes Of Health", "Organization", "PERCEPTION", 0.8, FALSE, NULL, 11
"Nourishing Transitions Nutrition Services", "Nourishing Transitions Nutrition Services", "Organization", "REASONING", 0.9, FALSE, NULL, 1
NULL, "Oadr-Orwh", "Organization", "PERCEPTION", 0.84, FALSE, NULL, 1
"Office Of Autoimmune Disease Research", "Office Of Autoimmune Disease Research", "Organization", "SEMANTIC", 0.85, FALSE, NULL, 1
"Open Targets Genetics Portal", "Open Targets Genetics Portal", "Organization", "REASONING", 0.9, FALSE, NULL, 1
"Psoriasis Stratification To Optimise Relevant Therapy", "Psoriasis Stratification To Optimise Relevant Therapy", "Organization", "REASONING", 0.9, FALSE, NULL, 1
"Rheumatology Outpatient Clinic Of Alexandria Main University Hospital", "Rheumatology Outpatient Clinic Of Alexandria Main University Hospital", "Organization", "REASONING", 1.0, FALSE, NULL, 1
"Royal College Of Physicians", "Royal College Of Physicians", "Organization", "REASONING", 0.9, FALSE, NULL, 1
NULL, "Royal North Shore Hospital", "Organization", "PERCEPTION", 0.8, FALSE, NULL, 0
"Ruijin Hospital Ethics Committee", "Ruijin Hospital Ethics Committee", "Organization", "SEMANTIC", 0.85, FALSE, NULL, 1
"Shanghai University Of Traditional Chinese Medicine", "Shanghai University Of Traditional Chinese Medicine", "Organization", "REASONING", 0.95, FALSE, NULL, 1
"Singlera Genomics (Shanghai) Ltd", "Singlera Genomics (Shanghai) Ltd", "Organization", "SEMANTIC", 0.85, FALSE, NULL, 1
"St George's Hospital Medical School", "St George's Hospital Medical School", "Organization", "SEMANTIC", 0.85, FALSE, NULL, 0
"St Helier Hospital", "St Helier Hospital", "Organization", "SEMANTIC", 0.85, FALSE, NULL, 0
"Takashi Yokhama", "Takashi Yokhama", "Organization", "SEMANTIC", 0.85, FALSE, NULL, 0
"The Kennedy Institute Of Rheumatology", "The Kennedy Institute Of Rheumatology", "Organization", "SEMANTIC", 0.85, FALSE, NULL, 1
"Tokyo University Of Science", "Tokyo University Of Science", "Organization", "REASONING", 0.9, FALSE, NULL, 1
"Tufts Cummings School Of Veterinary Medicine", "Tufts Cummings School Of Veterinary Medicine", "Organization", "REASONING", 0.9, FALSE, NULL, 1
"Uk Biobank", "Uk Biobank", "Organization", "REASONING", 0.9, FALSE, NULL, 1
"Umass Chan Medical School", "Umass Chan Medical School", "Organization", "REASONING", 0.9, FALSE, NULL, 1
"University Hospital, Rikshospitalet", "University Hospital, Rikshospitalet", "Organization", "REASONING", 1.0, FALSE, NULL, 1
"University Of Alberta", "University Of Alberta", "Organization", "REASONING", 0.95, FALSE, NULL, 1
"University Of Bristol", "University Of Bristol", "Organization", "SEMANTIC", 0.85, FALSE, NULL, 0
"University Of Cambridge", "University Of Cambridge", "Organization", "REASONING", 0.9, FALSE, NULL, 1
"University Of Cape Town", "University Of Cape Town", "Organization", "REASONING", 1.0, FALSE, NULL, 1
"University Of Newcastle", "University Of Newcastle", "Organization", "REASONING", 0.9, FALSE, NULL, 1
"University Of Sheffield", "University Of Sheffield", "Organization", "SEMANTIC", 0.85, FALSE, NULL, 0
NULL, "University Of The Basque Country", "Organization", "PERCEPTION", 0.8, FALSE, NULL, 1
"University Of Wisconsin Integrative Health", "University Of Wisconsin Integrative Health", "Organization", "REASONING", 0.9, FALSE, NULL, 0
"Us Food And Drug Administration", "Us Food And Drug Administration", "Organization", "REASONING", 0.9, FALSE, NULL, 2
"Wellcome Pty", "Wellcome Pty", "Organization", "REASONING", 1.0, FALSE, NULL, 0
"World Health Organization", "World Health Organization", "Organization", "REASONING", 0.9, FALSE, NULL, 1
NULL, "Wrocław Medical University", "Organization", "PERCEPTION", 0.8, FALSE, NULL, 0
"extracted:agency_for_healthcare_research_and_quality", "agency_for_healthcare_research_and_quality", "Organization", "REASONING", 1.0, FALSE, NULL, 2
"extracted:aldo_moro_university_of_bari", "aldo_moro_university_of_bari", "Organization", "SEMANTIC", 0.85, FALSE, NULL, 2
"extracted:american_college_of_gastroenterology", "american_college_of_gastroenterology", "Organization", "REASONING", 0.9, FALSE, NULL, 4
"extracted:american_college_of_lifestyle_medicine", "american_college_of_lifestyle_medicine", "Organization", "REASONING", 0.9, FALSE, NULL, 1
"extracted:american_college_of_rheumatology", "american_college_of_rheumatology", "Organization", "REASONING", 0.9, FALSE, NULL, 4
"extracted:american_gastroenterological_association", "american_gastroenterological_association", "Organization", "PERCEPTION", 0.8, FALSE, NULL, 1
"extracted:american_heart_association", "american_heart_association", "Organization", "REASONING", 0.9, FALSE, NULL, 7
"extracted:astrazeneca", "astrazeneca", "Organization", "PERCEPTION", 0.8, FALSE, NULL, 2
"extracted:bakar_computational_health_sciences_institute", "bakar_computational_health_sciences_institute", "Organization", "PERCEPTION", 0.8, FALSE, NULL, 2
"extracted:benaroya_research_institute", "benaroya_research_institute", "Organization", "REASONING", 0.95, FALSE, NULL, 2
"extracted:beth_israel_deaconess_medical_center", "beth_israel_deaconess_medical_center", "Organization", "REASONING", 0.9, FALSE, NULL, 2
"extracted:british_society_of_gastroenterology", "british_society_of_gastroenterology", "Organization", "REASONING", 0.95, FALSE, NULL, 3
"extracted:c.h.u._a_coruña", "c.h.u._a_coruña", "Organization", "REASONING", 0.9, FALSE, NULL, 7
"extracted:c57bl/6", "c57bl/6", "Organization", "SEMANTIC", 0.85, FALSE, NULL, 1
"extracted:cambridge_institute_for_medical_research", "cambridge_institute_for_medical_research", "Organization", "SEMANTIC", 0.85, FALSE, NULL, 2
"extracted:cedars-sinai_medical_center", "cedars-sinai_medical_center", "Organization", "REASONING", 0.9, FALSE, NULL, 1
"extracted:center_for_translational_medicine_research_and_development", "center_for_translational_medicine_research_and_development", "Organization", "PERCEPTION", 0.8, FALSE, NULL, 1
"extracted:centers_for_disease_control_and_prevention", "centers_for_disease_control_and_prevention", "Organization", "REASONING", 1.0, FALSE, NULL, 2
"extracted:centre_for_rheumatology,_university_college_london_hospitals", "centre_for_rheumatology,_university_college_london_hospitals", "Organization", "SEMANTIC", 0.85, FALSE, NULL, 2
"extracted:chinese_academy_of_medical_sciences", "chinese_academy_of_medical_sciences", "Organization", "REASONING", 0.9, FALSE, NULL, 3
"extracted:clinical_research_ethics_committee_of_the_hcuv", "clinical_research_ethics_committee_of_the_hcuv", "Organization", "PERCEPTION", 0.8, FALSE, NULL, 1
"extracted:clinicaltrials.gov", "clinicaltrials.gov", "Organization", "PERCEPTION", 0.7, FALSE, NULL, 1
"extracted:common_collective", "common_collective", "Organization", "REASONING", 0.9, FALSE, NULL, 2
"extracted:crohn's_&_colitis_foundation", "crohn's_&_colitis_foundation", "Organization", "REASONING", 1.0, FALSE, NULL, 2
"extracted:crohn's_&_colitis_uk", "crohn's_&_colitis_uk", "Organization", "REASONING", 0.95, FALSE, NULL, 2
"extracted:crohn's_and_colitis_foundation", "crohn's_and_colitis_foundation", "Organization", "REASONING", 0.9, FALSE, NULL, 2
"extracted:dallas_veterans_affairs_medical_center", "dallas_veterans_affairs_medical_center", "Organization", "REASONING", 0.9, FALSE, NULL, 1
"extracted:department_of_biology,_university_of_rome_tor_vergata", "department_of_biology,_university_of_rome_tor_vergata", "Organization", "REASONING", 0.9, FALSE, NULL, 2
"extracted:department_of_gastroenterology,_faculty_of_medicine,_dokuz_eylul_university", "department_of_gastroenterology,_faculty_of_medicine,_dokuz_eylul_university", "Organization", "SEMANTIC", 0.85, FALSE, NULL, 1
"extracted:department_of_medicine,_tel-aviv,_israel", "department_of_medicine,_tel-aviv,_israel", "Organization", "PERCEPTION", 0.8, FALSE, NULL, 1
"extracted:dr._calviño_suarez,_michael", "dr._calviño_suarez,_michael", "Organization", "PERCEPTION", 0.8, FALSE, NULL, 2
"extracted:dr._cruz_palomares,_adrian", "dr._cruz_palomares,_adrian", "Organization", "PERCEPTION", 0.8, FALSE, NULL, 2
"extracted:dr._fernández_rodríguez,_fernando", "dr._fernández_rodríguez,_fernando", "Organization", "PERCEPTION", 0.8, FALSE, NULL, 2
"extracted:dr._garrido_outeiro,_manuel_jose", "dr._garrido_outeiro,_manuel_jose", "Organization", "PERCEPTION", 0.8, FALSE, NULL, 2
"extracted:dra._garcía_mayo,_susana", "dra._garcía_mayo,_susana", "Organization", "PERCEPTION", 0.8, FALSE, NULL, 3
"extracted:dra._suarez_fuentetaja,_natalia", "dra._suarez_fuentetaja,_natalia", "Organization", "PERCEPTION", 0.8, FALSE, NULL, 2
"extracted:dra._tenreiro_gonzalez-llanos,_maria_del_carmen", "dra._tenreiro_gonzalez-llanos,_maria_del_carmen", "Organization", "PERCEPTION", 0.8, FALSE, NULL, 2
"extracted:dra._torio_gómez,_silvina", "dra._torio_gómez,_silvina", "Organization", "PERCEPTION", 0.8, FALSE, NULL, 2
"extracted:duke_integrative_medicine", "duke_integrative_medicine", "Organization", "REASONING", 0.9, FALSE, NULL, 2
"extracted:ebmt_autoimmune_diseases_working_party", "ebmt_autoimmune_diseases_working_party", "Organization", "REASONING", 0.9, FALSE, NULL, 2
"extracted:environmental_medicine", "environmental_medicine", "Organization", "PERCEPTION", 0.75, FALSE, NULL, 1
"extracted:eqtlgen_consortium", "eqtlgen_consortium", "Organization", "SEMANTIC", 0.85, FALSE, NULL, 2
"extracted:european_association_for_the_study_of_the_liver", "european_association_for_the_study_of_the_liver", "Organization", "REASONING", 0.9, FALSE, NULL, 2
"extracted:european_crohn's_and_colitis_organization", "european_crohn's_and_colitis_organization", "Organization", "REASONING", 0.9, FALSE, NULL, 1
"extracted:european_league_against_rheumatism", "european_league_against_rheumatism", "Organization", "REASONING", 0.9, FALSE, NULL, 2
"extracted:european_medicines_agency", "european_medicines_agency", "Organization", "REASONING", 0.9, FALSE, NULL, 2
"extracted:european_society_for_blood_and_marrow_transplantation", "european_society_for_blood_and_marrow_transplantation", "Organization", "REASONING", 0.9, FALSE, NULL, 2
"extracted:feinstein_institute_for_medical_research", "feinstein_institute_for_medical_research", "Organization", "REASONING", 0.9, FALSE, NULL, 2
"extracted:francisco_lueiro_garcia", "francisco_lueiro_garcia", "Organization", "REASONING", 0.9, FALSE, NULL, 2
"extracted:frontiers_in_immunology", "frontiers_in_immunology", "Organization", "REASONING", 0.9, FALSE, NULL, 2
"extracted:gene_expression_omnibus", "gene_expression_omnibus", "Organization", "REASONING", 0.9, FALSE, NULL, 2
"extracted:groote_schuur_hospital", "groote_schuur_hospital", "Organization", "REASONING", 1.0, FALSE, NULL, 2
"extracted:guy's,_king's_and_st_thomas'_school_of_medicine", "guy's,_king's_and_st_thomas'_school_of_medicine", "Organization", "REASONING", 0.9, FALSE, NULL, 2
"extracted:harvard_medical_school", "harvard_medical_school", "Organization", "REASONING", 0.9, FALSE, NULL, 4
"extracted:hassall's_corpuscles", "hassall's_corpuscles", "Organization", "SEMANTIC", 0.85, FALSE, NULL, 2
"extracted:high_institute_of_public_health", "high_institute_of_public_health", "Organization", "REASONING", 1.0, FALSE, NULL, 1
"extracted:howard_hughes_medical_institute", "howard_hughes_medical_institute", "Organization", "REASONING", 0.9, FALSE, NULL, 2
"extracted:img_pharma_biotech_s.l.", "img_pharma_biotech_s.l.", "Organization", "REASONING", 0.9, FALSE, NULL, 2
"extracted:immport", "immport", "Organization", "PERCEPTION", 0.8, FALSE, NULL, 1
"extracted:imperial_college_london", "imperial_college_london", "Organization", "REASONING", 0.9, FALSE, NULL, 1
"extracted:institute_for_functional_medicine", "institute_for_functional_medicine", "Organization", "REASONING", 0.9, FALSE, NULL, 2
"extracted:institute_of_technology,_universidad_de_castilla-la_mancha", "institute_of_technology,_universidad_de_castilla-la_mancha", "Organization", "SEMANTIC", 0.85, FALSE, NULL, 2
"extracted:international_organization_for_the_study_of_ibd", "international_organization_for_the_study_of_ibd", "Organization", "REASONING", 0.9, FALSE, NULL, 2
"extracted:jmdc_co.,_ltd.", "jmdc_co.,_ltd.", "Organization", "REASONING", 0.9, FALSE, NULL, 3
"extracted:johns_hopkins", "johns_hopkins", "Organization", "REASONING", 0.9, FALSE, NULL, 2
"extracted:johns_hopkins_university", "johns_hopkins_university", "Organization", "REASONING", 0.9, FALSE, NULL, 2
"extracted:kyoto_prefectural_university_of_medicine", "kyoto_prefectural_university_of_medicine", "Organization", "REASONING", 0.9, FALSE, NULL, 2
"extracted:longhua_hospital", "longhua_hospital", "Organization", "REASONING", 0.95, FALSE, NULL, 2
"extracted:lupus_foundation_of_america", "lupus_foundation_of_america", "Organization", "REASONING", 0.9, FALSE, NULL, 2
"extracted:medica_sur_clinic_and_foundation", "medica_sur_clinic_and_foundation", "Organization", "REASONING", 0.9, FALSE, NULL, 2
"extracted:medical_university_of_vienna", "medical_university_of_vienna", "Organization", "SEMANTIC", 0.85, FALSE, NULL, 2
"extracted:memorial_sloan-kettering_cancer_center", "memorial_sloan-kettering_cancer_center", "Organization", "REASONING", 0.9, FALSE, NULL, 2
"extracted:metabo_analyst_5.0", "metabo_analyst_5.0", "Organization", "SEMANTIC", 0.85, FALSE, NULL, 1
"extracted:monash_university", "monash_university", "Organization", "SEMANTIC", 0.85, FALSE, NULL, 1
"extracted:nanfang_hospital,_southern_medical_university", "nanfang_hospital,_southern_medical_university", "Organization", "REASONING", 0.9, FALSE, NULL, 2
"extracted:national_academies_of_sciences,_engineering,_and_medicine", "national_academies_of_sciences,_engineering,_and_medicine", "Organization", "SEMANTIC", 0.85, FALSE, NULL, 4
"extracted:national_centre_for_scientific_research", "national_centre_for_scientific_research", "Organization", "REASONING", 0.9, FALSE, NULL, 2
"extracted:national_health_service", "national_health_service", "Organization", "REASONING", 0.95, FALSE, NULL, 2
"extracted:national_institute_of_allergy_and_infectious_diseases", "national_institute_of_allergy_and_infectious_diseases", "Organization", "REASONING", 0.9, FALSE, NULL, 1
"extracted:national_institute_of_diabetes_and_digestive_and_kidney_diseases", "national_institute_of_diabetes_and_digestive_and_kidney_diseases", "Organization", "REASONING", 1.0, FALSE, NULL, 2
"extracted:national_institute_of_environmental_health_sciences", "national_institute_of_environmental_health_sciences", "Organization", "REASONING", 0.95, FALSE, NULL, 2
"extracted:national_institutes_of_health", "national_institutes_of_health", "Organization", "REASONING", 0.9, FALSE, NULL, 32
"extracted:national_multiple_sclerosis_society", "national_multiple_sclerosis_society", "Organization", "REASONING", 0.9, FALSE, NULL, 2
"extracted:national_natural_science_foundation_of_china", "national_natural_science_foundation_of_china", "Organization", "REASONING", 0.9, FALSE, NULL, 2
"extracted:nourishing_transitions_nutrition_services", "nourishing_transitions_nutrition_services", "Organization", "REASONING", 0.9, FALSE, NULL, 2
"extracted:open_targets_genetics_portal", "open_targets_genetics_portal", "Organization", "SEMANTIC", 0.85, FALSE, NULL, 2
"extracted:peking_union_medical_college", "peking_union_medical_college", "Organization", "REASONING", 0.9, FALSE, NULL, 2
"extracted:polish_ministry_of_education_and_sciences", "polish_ministry_of_education_and_sciences", "Organization", "REASONING", 0.9, FALSE, NULL, 2
"extracted:psoriasis_stratification_to_optimise_relevant_therapy", "psoriasis_stratification_to_optimise_relevant_therapy", "Organization", "REASONING", 0.9, FALSE, NULL, 2
"extracted:rheumatology_outpatient_clinic_of_alexandria_main_university_hospital", "rheumatology_outpatient_clinic_of_alexandria_main_university_hospital", "Organization", "REASONING", 1.0, FALSE, NULL, 2
"extracted:royal_college_of_physicians", "royal_college_of_physicians", "Organization", "REASONING", 0.9, FALSE, NULL, 2
"extracted:ruijin_hospital", "ruijin_hospital", "Organization", "REASONING", 0.9, FALSE, NULL, 2
"extracted:shanghai_university_of_traditional_chinese_medicine", "shanghai_university_of_traditional_chinese_medicine", "Organization", "REASONING", 0.95, FALSE, NULL, 2
"extracted:sichuan_university", "sichuan_university", "Organization", "REASONING", 0.9, FALSE, NULL, 3
"extracted:singlera_genomics_(shanghai)_ltd", "singlera_genomics_(shanghai)_ltd", "Organization", "SEMANTIC", 0.85, FALSE, NULL, 2
"extracted:st_george's_hospital_medical_school", "st_george's_hospital_medical_school", "Organization", "SEMANTIC", 0.85, FALSE, NULL, 2
"extracted:st_helier_hospital", "st_helier_hospital", "Organization", "SEMANTIC", 0.85, FALSE, NULL, 2
"extracted:stanford_university", "stanford_university", "Organization", "REASONING", 0.9, FALSE, NULL, 4
"extracted:systemic_lupus_international_collaborating_clinics", "systemic_lupus_international_collaborating_clinics", "Organization", "REASONING", 1.0, FALSE, NULL, 1
"extracted:takashi_yokhama", "takashi_yokhama", "Organization", "SEMANTIC", 0.85, FALSE, NULL, 1
"extracted:talking_taboos_foundation", "talking_taboos_foundation", "Organization", "PERCEPTION", 0.8, FALSE, NULL, 1
"extracted:the_first_affiliated_hospital_of_ningbo_university", "the_first_affiliated_hospital_of_ningbo_university", "Organization", "SEMANTIC", 0.85, FALSE, NULL, 1
"extracted:the_francis_crick_institute", "the_francis_crick_institute", "Organization", "PERCEPTION", 0.8, FALSE, NULL, 1
"extracted:the_kennedy_institute_of_rheumatology", "the_kennedy_institute_of_rheumatology", "Organization", "SEMANTIC", 0.85, FALSE, NULL, 2
"extracted:the_third_xiangya_hospital,_central_south_university", "the_third_xiangya_hospital,_central_south_university", "Organization", "REASONING", 0.9, FALSE, NULL, 2
"extracted:tokyo_university_of_science", "tokyo_university_of_science", "Organization", "REASONING", 0.9, FALSE, NULL, 2
"extracted:tufts_cummings_school_of_veterinary_medicine", "tufts_cummings_school_of_veterinary_medicine", "Organization", "REASONING", 0.95, FALSE, NULL, 2
"extracted:uk_biobank", "uk_biobank", "Organization", "REASONING", 0.95, FALSE, NULL, 2
"extracted:umass_chan_medical_school", "umass_chan_medical_school", "Organization", "REASONING", 0.95, FALSE, NULL, 2
"extracted:university_hospital,_rikshospitalet", "university_hospital,_rikshospitalet", "Organization", "REASONING", 0.9, FALSE, NULL, 2
"extracted:university_hospital_of_basurto", "university_hospital_of_basurto", "Organization", "REASONING", 0.9, FALSE, NULL, 2
"extracted:university_of_alberta", "university_of_alberta", "Organization", "REASONING", 0.95, FALSE, NULL, 1
"extracted:university_of_bristol", "university_of_bristol", "Organization", "REASONING", 0.9, FALSE, NULL, 2
"extracted:university_of_california_san_francisco", "university_of_california_san_francisco", "Organization", "REASONING", 0.9, FALSE, NULL, 2
"extracted:university_of_cambridge", "university_of_cambridge", "Organization", "REASONING", 0.9, FALSE, NULL, 4
"extracted:university_of_ferrara", "university_of_ferrara", "Organization", "REASONING", 0.9, FALSE, NULL, 2
"extracted:university_of_life_sciences", "university_of_life_sciences", "Organization", "REASONING", 0.95, FALSE, NULL, 3
"extracted:university_of_newcastle", "university_of_newcastle", "Organization", "REASONING", 0.9, FALSE, NULL, 2
"extracted:university_of_north_carolina", "university_of_north_carolina", "Organization", "REASONING", 0.9, FALSE, NULL, 1
"extracted:university_of_pisa", "university_of_pisa", "Organization", "REASONING", 0.9, FALSE, NULL, 2
"extracted:university_of_sheffield", "university_of_sheffield", "Organization", "REASONING", 0.9, FALSE, NULL, 2
"extracted:university_of_south_china", "university_of_south_china", "Organization", "SEMANTIC", 0.85, FALSE, NULL, 2
"extracted:university_of_texas_southwestern_medical_center", "university_of_texas_southwestern_medical_center", "Organization", "REASONING", 0.9, FALSE, NULL, 1
